id,price
Telur Ayam Ras/Aceh/2024-10-01,22447.38671875
Telur Ayam Ras/Aceh/2024-10-02,20586.146484375
Telur Ayam Ras/Aceh/2024-10-03,20538.255859375
Telur Ayam Ras/Aceh/2024-10-04,20597.2421875
Telur Ayam Ras/Aceh/2024-10-05,20616.658203125
Telur Ayam Ras/Aceh/2024-10-06,20590.990234375
Telur Ayam Ras/Aceh/2024-10-07,20546.357421875
Telur Ayam Ras/Aceh/2024-10-08,20477.037109375
Telur Ayam Ras/Aceh/2024-10-09,20490.375
Telur Ayam Ras/Aceh/2024-10-10,20481.337890625
Telur Ayam Ras/Aceh/2024-10-11,20411.638671875
Telur Ayam Ras/Aceh/2024-10-12,20410.58203125
Telur Ayam Ras/Aceh/2024-10-13,20411.72265625
Telur Ayam Ras/Aceh/2024-10-14,20500.623046875
Telur Ayam Ras/Aceh/2024-10-15,20439.4296875
Telur Ayam Ras/Aceh/2024-10-16,20414.73828125
Telur Ayam Ras/Aceh/2024-10-17,20413.3046875
Telur Ayam Ras/Aceh/2024-10-18,20418.662109375
Telur Ayam Ras/Aceh/2024-10-19,20417.60546875
Telur Ayam Ras/Aceh/2024-10-20,20419.625
Telur Ayam Ras/Aceh/2024-10-21,20507.611328125
Telur Ayam Ras/Aceh/2024-10-22,20447.72265625
Telur Ayam Ras/Aceh/2024-10-23,20422.640625
Telur Ayam Ras/Aceh/2024-10-24,20418.662109375
Telur Ayam Ras/Aceh/2024-10-25,20418.662109375
Telur Ayam Ras/Aceh/2024-10-26,20417.60546875
Telur Ayam Ras/Aceh/2024-10-27,20419.625
Telur Ayam Ras/Aceh/2024-10-28,20507.611328125
Telur Ayam Ras/Aceh/2024-10-29,20447.72265625
Telur Ayam Ras/Aceh/2024-10-30,20422.640625
Telur Ayam Ras/Aceh/2024-10-31,20418.662109375
Telur Ayam Ras/Aceh/2024-11-01,20422.95703125
Telur Ayam Ras/Aceh/2024-11-02,20421.900390625
Telur Ayam Ras/Aceh/2024-11-03,20423.919921875
Telur Ayam Ras/Aceh/2024-11-04,20511.90625
Telur Ayam Ras/Aceh/2024-11-05,20452.017578125
Telur Ayam Ras/Aceh/2024-11-06,20419.212890625
Telur Ayam Ras/Aceh/2024-11-07,20422.95703125
Telur Ayam Ras/Aceh/2024-11-08,20422.95703125
Telur Ayam Ras/Aceh/2024-11-09,20421.900390625
Telur Ayam Ras/Aceh/2024-11-10,20423.919921875
Telur Ayam Ras/Aceh/2024-11-11,20511.90625
Telur Ayam Ras/Aceh/2024-11-12,20452.017578125
Telur Ayam Ras/Aceh/2024-11-13,20419.212890625
Telur Ayam Ras/Aceh/2024-11-14,20422.95703125
Telur Ayam Ras/Aceh/2024-11-15,20422.95703125
Telur Ayam Ras/Aceh/2024-11-16,20421.900390625
Telur Ayam Ras/Aceh/2024-11-17,20423.919921875
Telur Ayam Ras/Aceh/2024-11-18,20511.90625
Telur Ayam Ras/Aceh/2024-11-19,20452.017578125
Telur Ayam Ras/Aceh/2024-11-20,20419.212890625
Telur Ayam Ras/Aceh/2024-11-21,20422.95703125
Telur Ayam Ras/Aceh/2024-11-22,20422.95703125
Telur Ayam Ras/Aceh/2024-11-23,20421.900390625
Telur Ayam Ras/Aceh/2024-11-24,20423.919921875
Telur Ayam Ras/Aceh/2024-11-25,20519.5078125
Telur Ayam Ras/Aceh/2024-11-26,20459.619140625
Telur Ayam Ras/Aceh/2024-11-27,20418.4296875
Telur Ayam Ras/Aceh/2024-11-28,20422.171875
Telur Ayam Ras/Aceh/2024-11-29,20422.171875
Telur Ayam Ras/Aceh/2024-11-30,20444.658203125
Telur Ayam Ras/Aceh/2024-12-01,20420.5625
Telur Ayam Ras/Aceh/2024-12-02,20508.27734375
Telur Ayam Ras/Aceh/2024-12-03,20448.38671875
Telur Ayam Ras/Aceh/2024-12-04,20415.583984375
Telur Ayam Ras/Aceh/2024-12-05,20419.326171875
Telur Ayam Ras/Aceh/2024-12-06,20419.326171875
Telur Ayam Ras/Aceh/2024-12-07,20454.322265625
Telur Ayam Ras/Aceh/2024-12-08,20422.873046875
Telur Ayam Ras/Aceh/2024-12-09,20497.517578125
Telur Ayam Ras/Aceh/2024-12-10,20436.18359375
Telur Ayam Ras/Aceh/2024-12-11,20403.37890625
Telur Ayam Ras/Aceh/2024-12-12,20398.62109375
Telur Ayam Ras/Aceh/2024-12-13,20402.45703125
Telur Ayam Ras/Aceh/2024-12-14,20409.498046875
Telur Ayam Ras/Aceh/2024-12-15,20412.923828125
Telur Ayam Ras/Aceh/2024-12-16,20487.5703125
Telur Ayam Ras/Aceh/2024-12-17,20427.681640625
Telur Ayam Ras/Aceh/2024-12-18,20404.69921875
Telur Ayam Ras/Aceh/2024-12-19,20398.62109375
Telur Ayam Ras/Aceh/2024-12-20,20402.45703125
Telur Ayam Ras/Aceh/2024-12-21,20409.498046875
Telur Ayam Ras/Aceh/2024-12-22,20412.923828125
Telur Ayam Ras/Aceh/2024-12-23,20487.5703125
Telur Ayam Ras/Aceh/2024-12-24,20427.681640625
Telur Ayam Ras/Aceh/2024-12-25,20404.69921875
Telur Ayam Ras/Aceh/2024-12-26,20398.62109375
Telur Ayam Ras/Aceh/2024-12-27,20402.45703125
Telur Ayam Ras/Aceh/2024-12-28,20409.498046875
Telur Ayam Ras/Aceh/2024-12-29,20412.923828125
Telur Ayam Ras/Aceh/2024-12-30,20487.5703125
Telur Ayam Ras/Aceh/2024-12-31,20427.681640625
Telur Ayam Ras/Bali/2024-10-01,21775.10546875
Telur Ayam Ras/Bali/2024-10-02,21239.85546875
Telur Ayam Ras/Bali/2024-10-03,21410.849609375
Telur Ayam Ras/Bali/2024-10-04,21309.61328125
Telur Ayam Ras/Bali/2024-10-05,21285.974609375
Telur Ayam Ras/Bali/2024-10-06,21393.599609375
Telur Ayam Ras/Bali/2024-10-07,21250.265625
Telur Ayam Ras/Bali/2024-10-08,21162.80859375
Telur Ayam Ras/Bali/2024-10-09,21142.353515625
Telur Ayam Ras/Bali/2024-10-10,21211.201171875
Telur Ayam Ras/Bali/2024-10-11,21260.015625
Telur Ayam Ras/Bali/2024-10-12,21260.609375
Telur Ayam Ras/Bali/2024-10-13,21260.6171875
Telur Ayam Ras/Bali/2024-10-14,21101.2734375
Telur Ayam Ras/Bali/2024-10-15,21090.599609375
Telur Ayam Ras/Bali/2024-10-16,21225.21484375
Telur Ayam Ras/Bali/2024-10-17,21257.740234375
Telur Ayam Ras/Bali/2024-10-18,21260.951171875
Telur Ayam Ras/Bali/2024-10-19,21261.564453125
Telur Ayam Ras/Bali/2024-10-20,21261.572265625
Telur Ayam Ras/Bali/2024-10-21,21107.8828125
Telur Ayam Ras/Bali/2024-10-22,21095.720703125
Telur Ayam Ras/Bali/2024-10-23,21230.3359375
Telur Ayam Ras/Bali/2024-10-24,21262.220703125
Telur Ayam Ras/Bali/2024-10-25,21265.41015625
Telur Ayam Ras/Bali/2024-10-26,21266.041015625
Telur Ayam Ras/Bali/2024-10-27,21266.01171875
Telur Ayam Ras/Bali/2024-10-28,21107.23828125
Telur Ayam Ras/Bali/2024-10-29,21095.73828125
Telur Ayam Ras/Bali/2024-10-30,21228.875
Telur Ayam Ras/Bali/2024-10-31,21261.26953125
Telur Ayam Ras/Bali/2024-11-01,21263.587890625
Telur Ayam Ras/Bali/2024-11-02,21264.107421875
Telur Ayam Ras/Bali/2024-11-03,21263.978515625
Telur Ayam Ras/Bali/2024-11-04,21108.173828125
Telur Ayam Ras/Bali/2024-11-05,21096.533203125
Telur Ayam Ras/Bali/2024-11-06,21231.12109375
Telur Ayam Ras/Bali/2024-11-07,21257.10546875
Telur Ayam Ras/Bali/2024-11-08,21261.771484375
Telur Ayam Ras/Bali/2024-11-09,21262.349609375
Telur Ayam Ras/Bali/2024-11-10,21259.103515625
Telur Ayam Ras/Bali/2024-11-11,21102.869140625
Telur Ayam Ras/Bali/2024-11-12,21091.185546875
Telur Ayam Ras/Bali/2024-11-13,21225.96484375
Telur Ayam Ras/Bali/2024-11-14,21254.94140625
Telur Ayam Ras/Bali/2024-11-15,21260.294921875
Telur Ayam Ras/Bali/2024-11-16,21257.8359375
Telur Ayam Ras/Bali/2024-11-17,21257.650390625
Telur Ayam Ras/Bali/2024-11-18,21104.638671875
