id,price
Tepung Terigu (Curah)/Aceh/2024-10-01,11186.685546875
Tepung Terigu (Curah)/Aceh/2024-10-02,10574.099609375
Tepung Terigu (Curah)/Aceh/2024-10-03,10516.39453125
Tepung Terigu (Curah)/Aceh/2024-10-04,10145.7119140625
Tepung Terigu (Curah)/Aceh/2024-10-05,10106.8115234375
Tepung Terigu (Curah)/Aceh/2024-10-06,10108.986328125
Tepung Terigu (Curah)/Aceh/2024-10-07,10106.91796875
Tepung Terigu (Curah)/Aceh/2024-10-08,10106.8115234375
Tepung Terigu (Curah)/Aceh/2024-10-09,9994.404296875
Tepung Terigu (Curah)/Aceh/2024-10-10,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-11,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-12,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-13,9898.0615234375
Tepung Terigu (Curah)/Aceh/2024-10-14,9896.0185546875
Tepung Terigu (Curah)/Aceh/2024-10-15,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-16,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-17,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-18,9895.9462890625
Tepung Terigu (Curah)/Aceh/2024-10-19,9878.8388671875
Tepung Terigu (Curah)/Aceh/2024-10-20,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-21,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-22,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-23,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-24,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-25,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-26,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-27,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-28,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-29,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-30,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-10-31,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-01,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-02,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-03,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-04,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-05,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-06,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-07,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-08,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-09,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-10,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-11,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-12,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-13,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-14,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-15,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-16,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-17,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-18,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-19,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-20,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-21,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-22,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-23,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-24,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-25,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-26,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-27,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-28,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-29,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-11-30,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-01,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-02,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-03,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-04,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-05,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-06,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-07,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-08,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-09,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-10,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-11,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-12,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-13,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-14,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-15,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-16,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-17,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-18,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-19,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-20,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-21,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-22,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-23,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-24,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-25,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-26,9745.6142578125
Tepung Terigu (Curah)/Aceh/2024-12-27,9745.6142578125
